course_title,content_duration,price
Fundamentals of Investing!,2.0,20.0
How to easily Manage your WordPress Website,2.0,20.0
Gimp In-Depth Essential Training Course: Free Photoshop Alt.,2.0,20.0
Adobe Illustrator Creative Cloud:  Mastering the Upgrades,2.0,20.0
Learn to trade Chart Patterns,2.0,20.0
Read financial statements as a stock investor,2.0,20.0
Fingerpicking Classics - Great songs played fingerstyle!,2.0,20.0
Photoshop JumpStart,2.0,20.0
Symfony 3: Build a PHP Application with Symfony,2.0,20.0
Google Blogger : How to Create a Blog,2.0,20.0
Learn Digital Drawing in Photoshop,2.0,20.0
WE WILL PAY YOU TO TRADE WITH US,2.0,20.0
"Photoshop tips and tricks, how to change clothes",2.0,20.0
Understanding Financial Derivatives,2.0,20.0
Object Oriented Programming (OOP) in PHP - Build An OOP Site,2.0,20.0
Basics of Business Statistics (College Level),2.0,20.0
Si eres nuevo en Photoshop...Este es tu curso Nº1,2.0,20.0
Guitarra para principiantes,2.0,20.0
Manipulate Photos with GIMP,2.0,20.0
Login and Registration from Scratch with PHP and MySQL,2.0,20.0
create stunning Photoshop compositions in minutes,2.0,20.0
Mashup - Transform a scanned sketch into a digital painting,2.0,20.0
Trading Strategies: Find The Trading Strategy That Fits You,2.0,20.0
"Improvise Puccini´s 'E Lucevan le Stelle on Piano""",2.0,20.0
"Building a Portfolio in 90 minutes ( HTML, CSS, Js ) ",2.0,20.0
PHP MySQL: Learn PHP MySQL with Project,2.0,20.0
Rock Drumset Grooves: Level 1,2.0,20.0
Build Websites And Apps By Outsourcing,2.0,20.0
Financial Statements Basics,2.0,20.0
Xero Bookkeeping Course & Certification by Accounting Firm,2.0,20.0
خطوتك الأولى لتعلم الفوتوشوبPhotoshop,2.0,20.0
FMT: Forex Market Trader Certificate,2.0,20.0
Mastering advance Photoshop,2.0,20.0
'Greensleeves' Creative Piano Lessons Course,2.0,20.0
Projects with JSON and APIs,2.0,20.0
History of Art and Design from XV to XXI century,2.0,20.0
Drawing Cartoony Characters,2.0,20.0
CFA: Fast Track your career in Finance,2.0,20.0
introduction to HTML Course,2.0,20.0
Best Beginner Guitar Lessons by Sam Lyons,2.0,20.0
Crash Course: Fundamentals Of HTML & CSS From Scratch.,2.0,20.0
Essentials of Finance and Investment in 2 hours,2.0,20.0
Trading Binary Options for Fun and Profit,2.0,20.0
Typography Design: Learn Web Typography The Practical Way,2.0,20.0
Year-end QuickBooks Procedures,2.0,20.0
Easily Learn Web Development With Drop & Drag: OptimizePress,2.0,20.0
Los 7 Acordes para Tocarlo Todo en un fin de semana,2.0,20.0
Learn Drawing and Painting a Landscape with Oil Colours,2.0,20.0
How to Read Financial Statements,2.0,20.0
Advance Design of Logos and Brand Identity   ,2.0,20.0
JavaScript for Absolute Beginners,2.0,20.0
Débuter avec KRITA,2.0,25.0
"Simple Javascript: Learn by Doing, Beginners Welcome!",2.0,25.0
Rails Ecommerce App with HTML Template from Themeforest,2.0,25.0
Master App Icon Design for iPhone (IOS) & Android Devices,2.0,25.0
"Beginners Guitar Course - 'Try it and love it method""",2.0,25.0
Creating 2D Game Assets,2.0,25.0
Logo Design - Guide to Logo Design in Photoshop,2.0,25.0
Learn Coding as RF or Telecom Engineer - Build Real Program,2.0,25.0
The Complete Wordpress Theme Development Guide,2.0,25.0
Drawing With Confidence,2.0,25.0
Forex/Opciones Binarias para Principiantes,2.0,25.0
Guitar Fundamentals for Beginners,2.0,25.0
Keyboard Basics,2.0,25.0
Creating Interactive HTML5 Video,2.0,25.0
自分に合った投資信託を見つけよう！,2.0,25.0
Estrategias de trading en bolsa,2.0,25.0
Learn To Play The Drums Without A Drum Kit,2.0,25.0
Global Macro Investing - Take Control Of The World's Markets,2.0,30.0
Fingerstyle Guitar by Jacques Stotzem - Advanced Level,2.0,30.0
CFA® Level 1 2014 – Alternative Investments,2.0,30.0
Financial Statement Review 101:  How to Find Errors,2.0,30.0
Finanzas personales: Logrando la Libertad Financiera,2.0,30.0
Bluegrass Guitar Essentials: Webisodes 3 & 4,2.0,30.0
Create Kindle eBook Covers with PowerPoint,2.0,30.0
Investment Banking Operations : Securities Trade Life Cycle,2.0,30.0
Options Basics & Trading With Small Capital! - Level 1,2.0,30.0
Bluegrass Guitar Essentials: Webisodes 7 & 8,2.0,30.0
Bluegrass Guitar Essentials: Webisodes 11 & 12,2.0,30.0
"Super Beginner Guitar - start right, start awesome",2.0,30.0
Aprende a tocar los mejores solos en la guitarra eléctrica,2.0,30.0
Learn Javascript & JQuery From Scratch,2.0,30.0
How to Color Comic Books... with a Mouse,2.0,30.0
캔바(Canva)로 SNS 콘텐츠 만들기,2.0,30.0
An Introduction to Financial Markets on Wall Street,2.0,30.0
Bluegrass Guitar Essentials: Webisodes 9 & 10,2.0,30.0
Exam 1 Review - Managerial Accounting (U of H),2.0,30.0
Trading Trends in ANY Market,2.0,30.0
Aprende a invertir practicando,2.0,35.0
Get great playing HARMONICA - a fun new leisure time hobby !,2.0,35.0
Play tunes on harmonica and learn how to bend some notes,2.0,35.0
Learn PHP Programming for Absolute Beginners,2.0,35.0
Didgeridoo - from zero to HERO! Part Two. Intermediate.,2.0,35.0
Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,2.0,35.0
Let's JavaScript!  Code a calculator,2.0,35.0
Learn Ruby Programming The Easy Way,2.0,35.0
Learn to play tunes by ear on harmonica - no written music,2.0,35.0
Professional Bookkeeping & Accounting 2 - Bank Daybook,2.0,35.0
Bending the blue notes to give you killer sound on harmonica,2.0,35.0
Formação de preços em serviços,2.0,35.0
Build A Great Wordpress Website For Your Business in 2 Hours,2.0,35.0
Starting to play the blues on your harmonica in easy steps ,2.0,35.0
Killer Harmonica sounds using the tongue and bending notes ,2.0,35.0
HARP&SOUL  |  Learn the Secrets of the Harmonica,2.0,35.0
Learn to improvise on your harmonica - in nice easy steps,2.0,35.0
Master The Stock Market with practice,2.0,35.0
create 9 professional logo design full version,2.0,35.0
Instant Harmonica - play Yesterday + Scarborough Fair today!,2.0,40.0
High-Frequency Trading & Dark Pools,2.0,40.0
Learn Acoustic Guitar for Worship,2.0,40.0
Piano With Willie: Piano Chords Vol. 1,2.0,40.0
Sass: From Beginner to Advanced,2.0,40.0
Binary Options Beginners Guide : Nadex,2.0,40.0
Piano With Willie: Jazz & Gospel Exercises,2.0,40.0
Sending email with PHP: from Basic to Advanced,2.0,40.0
Learn How to File Taxes for Uber and Lyft Drivers,2.0,40.0
Foundations of Investing,2.0,40.0
WordPress Plugin Development -> Deep dive discovery!,2.0,40.0
WordPress Theme Customization 101 (for beginners),2.0,40.0
How to Invest in Stocks + Billionaire Investing Tips,2.0,40.0
"How to play Djembe, Drums & Rhythm. Level 2",2.0,40.0
Piano With Willie: Tritones & Phat Chords,2.0,40.0
How to be A High Performance Insurance Broker Part 2,2.0,40.0
Contabilidad rápida y eficaz,2.0,40.0
CFA® Level 1 2014 – Portfolio Management,2.0,40.0
Learn the basics of the Web development: Coding Tactics,2.0,40.0
Instant Harmonica - play Whiskey in the Jar + Molly Malone!,2.0,40.0
Rockabilly Guitar For Beginners,2.0,40.0
Build your own Naked Trading Forex Robot,2.0,40.0
Nest Egg Investing,2.0,45.0
Essential Skills for Designers - Working with Type,2.0,45.0
Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,2.0,45.0
Guitar Lessons - The Modal System - Modes Essentials,2.0,45.0
Tudo sobre Investimentos em Renda Fixa,2.0,45.0
The Complete Ethereum Course: Get .01 Ether In Your Wallet,2.0,45.0
Essential Skills for Designers - Mastering the Pen Tool,2.0,45.0
Ultimate Beginner Guitar Guide - Both Acoustic & Electric ,2.0,45.0
Events Promotion Design,2.0,45.0
Essential Skills for Designers - Masking,2.0,45.0
Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,2.0,45.0
Playing Piano : Reading and Playing Classical Tunes Vol.I,2.0,50.0
Learn XML Crash Course: Discover Essential XML Fundamentals ,2.0,50.0
Harnessing the Power of Growth Stocks,2.0,50.0
The Latest Updates 2016 Financial Accounting Standards Board,2.0,50.0
Pure Pentatonic Power: Rock and Blues Guitar Soloing,2.0,50.0
Learn How to Start Small and Make It Big In Small-Cap Stocks,2.0,50.0
Corporation Tax Returns UK,2.0,50.0
JavaScript for Beginners Welcome to learning JavaScript,2.0,50.0
Website Secrets: Get a Gorgeous Website on the Cheap,2.0,50.0
Guitar: Learn 10 CCR Guitar Chord Progressions,2.0,50.0
Learn Python Django - A Hands-On Course,2.0,50.0
Building a Balanced Scorecard,2.0,50.0
Creating Custom Web Maps,2.0,50.0
TRADING TRUTHS,2.0,50.0
Best Practices in Corporate Budgeting,2.0,50.0
Planning and Executing a Financial Statement Audit,2.0,50.0
Introduction to Project Management for Finance and Acct'g,2.0,50.0
Pure Modal Magic: The Complete Guitar Modes Solution,2.0,50.0
Web Design HTML CSS How to Create a Website from Scratch,2.0,50.0
jQuery Crash Course: Learn the Essentials of jQuery Fast,2.0,50.0
Writing CSS with {LESS} - Tutorial From Infinite Skills,2.0,50.0
Mastering Candlestick Charting : High Probability Trading,2.0,50.0
Learn Piano Online-Keys to the Keyboard,2.0,50.0
A Beginner's Guide to the Meteor JavaScript Framework,2.0,50.0
"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports",2.0,50.0
Inside Drum Technique,2.0,50.0
Get out of Debt - The Power of Using Compounding Interest,2.0,50.0
"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",2.0,50.0
Learn Building Your Own Website Without Coding,2.0,50.0
Take Your Career to the Next Level with MBA Finance,2.0,50.0
HTML CSS Learn to create a website from scratch,2.0,50.0
Learn Authentication With ASP.NET Identity Security 2017,2.0,50.0
Raise Your Credit Score to 800 Or More....,2.0,50.0
Corporate Internal Controls and Fraud Controls,2.0,50.0
Learn to code in Python and learn Adobe Photoshop today!,2.0,50.0
Foundation Skills on Adobe Illustrator: Learn Fast!,2.0,50.0
Beginner's Guitar Lessons - Crash Course for Busy Adults,2.0,50.0
"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",2.0,50.0
Learn How to Create Your Own Social Network,2.0,50.0
Walking Bass Fundamentals,2.0,50.0
Promotional Design Master Class,2.0,50.0
Learn Financial Modeling from Scratch - Part 3,2.0,50.0
Build WordPress Plugin to extend Beaver Builder,2.0,50.0
Financial Statement Auditing Cycles,2.0,50.0
Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,2.0,50.0
How to invest in Forex Trading & add an additional income,2.0,50.0
Day Trading in Stocks: Strategies for Beginner Investors,2.0,50.0
Aprende a tocar el acordeón de botones,2.0,50.0
Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,2.0,50.0
Ratio Analysis for Financial Statements,2.0,50.0
Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,2.0,50.0
Learn To Draw - The COMIC BOOK STYLE,2.0,55.0
Guitar Fretboard Secrets,2.0,55.0
How to Draw Cute Cartoon Characters,2.0,55.0
Curso de Bateria - Explorando Diferentes Divisões,2.0,55.0
WordPress Development Crash Course: From Zero To Hero,2.0,60.0
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,2.0,60.0
Curso básico de Gimp; software gratis de diseño gráfico,2.0,60.0
"Backspreads, Diagonals and Butterflies - Advanced Strategies",2.0,60.0
"Advanced Options Concepts - Probability, Greeks, Simulation",2.0,60.0
Technical Analysis - A practical approach for trade entry,2.0,60.0
Build a Single Page Application with jQuery & AJAX,2.0,60.0
Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,2.0,60.0
Ajax  for Beginners: A Very Basic Introduction,2.0,65.0
DesktopServer : Install WordPress Locally  - Work Anywhere!,2.0,65.0
HTML Made Simple For Beginners: Create a One Page Website,2.0,65.0
Aula de Photoshop - Aprenda como recortar imagens,2.0,65.0
Trading Forex  - L'analyse des volumes,2.0,70.0
Master Regular Expressions from scratch - All languages,2.0,70.0
Web Design How to Create a Website HTML CSS Bootstrap,2.0,75.0
Web Design Creating websites from scratch,2.0,75.0
Character Design,2.0,75.0
Core Concepts in HTML 5,2.0,75.0
Learn Wordpress 4 from Scratch : Create Awesome Websites,2.0,75.0
Create A Business From Home Trading Stocks Today In 2017,2.0,75.0
Creating FaceBook Design Using Bootstrap - Handson Project,2.0,80.0
Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,2.0,80.0
Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,2.0,80.0
Essentials of JavaScript Practice Coding Exercises Tips,2.0,80.0
Introduction to Health Financing,2.0,85.0
R Graph Essentials,2.0,85.0
RESTful Services with ASP.NET Web API,2.0,85.0
Building Responsive Data Visualizations with D3 JS,2.0,85.0
Trading Forex - Trader avec les figures harmoniques,2.0,90.0
Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,2.0,90.0
Learn how to use Javascript Components with PHP and Symfony,2.0,90.0
Start Trading Stocks Using Technical Analysis! Part 2,2.0,95.0
Ultimate CSS3 Course - From Beginners To Professional,2.0,95.0
WordPress Development For Beginners,2.0,95.0
Learn to Trade for Profit: Ten Most Profitable Trading Rules,2.0,95.0
Bitcoin Trading 101,2.0,95.0
Learn Spring Security 4 Intermediate - Hands On,2.0,95.0
Candlestick Analysis For Professional Traders,2.0,95.0
PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,2.0,95.0
Technical Analysis 101: How to Profit During Market Crashes,2.0,95.0
The Complete HMTL5 Course - Go From Beginner To Advanced!,2.0,95.0
Create Your Own Successful Online School To Sell Courses,2.0,95.0
World's Fastest Piano Method - The Piano Revolution!,2.0,95.0
Managing Budgets in the Public and Non Profit Sector,2.0,95.0
Option Trading for Rookies: Make & Manage Profitable Trades,2.0,95.0
Most Wanted Flat Design Techniques #3: Office Space,2.0,95.0
Beginning Web development Learn the basics of HTML,2.0,95.0
Interaction Design Specialist For Web Developers,2.0,95.0
Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,2.0,95.0
Technical Analysis 101: Master the Basics of Trading,2.0,95.0
Investing In Stocks With 10 Simple Rules,2.0,95.0
Learn Spring Security 4 Basics - Hands On,2.0,95.0
JavaScript HTML CSS Project make a Quiz Tutorial,2.0,95.0
Blender Modelling Series - Volume Two,2.0,100.0
Building HTML5 Canvas projects from scratch,2.0,100.0
Node:js : Building Rest Apis with Sails.js,2.0,100.0
Power up HTML5 with JavaScript,2.0,100.0
How to Create a Social Network For a Niche-Related Community,2.0,100.0
"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",2.0,100.0
Design a logo for FREE in Inkscape,2.0,100.0
Canva : Book Cover Design,2.0,100.0
How To Create Your Very First Website With HTML and CSS,2.0,100.0
Icon & Logo Symbol Design in Adobe Illustrator,2.0,100.0
Cash Flow Valuation: Develop Your Financial Literacy,2.0,105.0
"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",2.0,115.0
App Design + Web Design + Photoshop = Combined Course,2.0,115.0
HTML5 canvas Bootcamp for beginners 25 easy steps,2.0,120.0
188% Profit in 1Year - Forex ALGO Robot Trading no indicator,2.0,120.0
Trading Inside Bars - Master 1 Easy Pattern To Be Successful,2.0,125.0
ProTrader -  Advanced Technical Analysis,2.0,125.0
How to Build Chat Bots: From Beginner to Intermediate,2.0,140.0
The Complete Adobe Spark Course,2.0,150.0
Торговля опционами: Как заработать на волатильности,2.0,150.0
Build a website HTML5 CSS3 Beginner Course,2.0,150.0
How To Trade RSI Pullback Strategy: Entry To Exit (Forex),2.0,150.0
Option Trading for Rookies:  Understand Options Completely,2.0,150.0
Forex:Trade Management & Psychology,2.0,150.0
Drawing in PowerPoint: Block diagram + Experiments + Cartoon,2.0,155.0
VPS for Forex Trading - Protect Your Forex Robots,2.0,160.0
Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,2.0,175.0
Create Professional Looking Infographics With No Experience,2.0,180.0
Expert Guide : Mastering Photoshop Smart Objects in depth !,2.0,195.0
Mastering Micro Services Using Java Spring Boot,2.0,195.0
Classical Guitar Finger-Picking: Right Hand Arpeggios,2.0,195.0
Forex Trading Course: Work Smarter Not Harder Proven Results,2.0,195.0
"Classical Guitar Master Class: 'Alman  """,2.0,195.0
Mastering Web and Mobile Debugging Using Chrome Dev Tools,2.0,195.0
Learn To Create Different Website Layouts & Media Queries ,2.0,195.0
Scrape Websites using PhantomJS and CasperJS,2.0,195.0
Winning Forex Trading with Live Forex Trading Examples,2.0,200.0
Music Fundamentals: Learn Beatmaking with Pen Tapping,2.0,200.0
Interactive Dynamic JavaScript for beginners DOM,2.0,200.0
Bones of the Blues - learn 4 cool tunes to expert level now!,2.0,200.0
Accounting and Business Basics,2.0,200.0
How I Learned Stock Trading (and How You Can Too),2.0,200.0
Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,2.0,200.0
Business Card and Letterhead Design in Adobe Illustrator,2.0,200.0
3D Programming with WebGL and Babylon.js for Beginners,2.0,200.0
Binary Options Masterclass,2.0,200.0
HTML5 and CSS3 for beginners: Create a Website from Scratch,2.0,200.0
"Tax Accounting: Difficult Topic, Made Easy to Understand",2.0,200.0
Accounting 101: How to read an Accounting Balance Sheet,2.0,200.0
Successful Day Trading with Fibonacci,2.0,200.0
How to Build a Massive Retirement Plan from Scratch!,2.0,200.0
Forex - Help I cant Trade,2.0,200.0
Non Directional Weekly Options Trading System - ETF & Emini,2.0,200.0
"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",2.0,200.0
Adobe Photoshop (Complete Beginner),2.0,200.0
Tax Strategy: Financial Planning for Beginners,2.0,200.0
How to Invest Using ETFs from Former Wall Street Trader,2.0,200.0
Canva : Graphic Design Theory Volume2,2.0,200.0
"Investing In Stocks For Big Gains, Fundamental Investing",2.0,200.0
Learn to Trade Forex and Stocks: From Beginner to Advanced,2.0,200.0
How To Maximize Your Profits Trading Options,2.0,200.0
Trading for winning,2.0,200.0
"Investing Internationally into Real Estate, Stocks and Bonds",2.0,200.0
Stock Market Option Trading: How Sell Options For Premium,2.0,200.0
Mastering High Probability Iron Condor Options Trading,2.0,200.0
Get to know HTML Learn HTML Basics,2.0,200.0
Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),2.0,200.0
VueJS V1 Introduction to VueJS JavaScript Framework,2.0,200.0
"Professional Options Trading, Simplified",2.0,200.0
Get Started With Penny Stocks -Step by Step Guide to Trading,2.0,200.0
The Most Powerful Options Spread Trading Front Ratio Spread,2.0,200.0
Complete PHP Course with OOP Start to Finish!,2.0,200.0
Introduction to HTML,1.5,0.0
Corporate Finance - A Brief Introduction,1.5,0.0
Grundlagen der finanziellen Unabhängigkeit,1.5,0.0
Financial Analysis:  A Recipe for Success,1.5,0.0
Introduction to Corporate Finance (Mergers & Acquisitions),1.5,0.0
Learn to Play Tabla - The Indian drums,1.5,0.0
How To Create A Real Estate Website With Wordpress 2017,1.5,0.0
Accounting in 60 Minutes - A Brief Introduction,1.5,0.0
财务分析与估值建模入门,1.5,0.0
Trading for Beginners - Entry Level,1.5,0.0
Preparation of Consolidated Financial Statements (Basic),1.5,0.0
What you can learn before Piano Lessons,1.5,0.0
CSS Image filters - The modern web images color manipulation,1.5,0.0
Spring Framework 4 And Dependency Injection For Beginners,1.5,0.0
Learn Angular 4 from Scratch,1.5,0.0
JavaScript Game Development: Create Your Own Breakout Game,1.5,0.0
Complete WooCommerce Plugin Tutorial For Wordpress 2017,1.5,0.0
Wordpress Beginner Tutorial: Build Your First Website,1.5,0.0
Ukelele exprés: aprende a tocar en menos de un mes,1.5,0.0
Getting Started with the Guitar in 5 Days,1.5,0.0
Dive Into Docker: The Docker Course for Developers,1.5,0.0
Quickstart AngularJS,1.5,0.0
Rock Solid Wordpress Security - Secure Web Development,1.5,0.0
Trading Options For Consistent Returns: Options Basics,1.5,0.0
"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",1.5,0.0
Create a Professional Website Without Programming/Coding,1.5,0.0
Blues Master - Beginner's Techniques Piano Course,1.5,0.0
Stock Market Investing for Beginners,1.5,0.0
MetaTrader4 Platform Training,1.5,0.0
How to Make a Single Page Website for Freelancers & Agencies,1.5,0.0
Code a 'Coming Soon' Landing Page in Bootstrap 4,1.5,0.0
Introduction to Financial Modeling,1.5,0.0
Learn HTML in 2 hours!,1.5,0.0
Curso de Day Trader para Iniciantes,1.5,0.0
The Total Beginner's Guitar Course,1.5,0.0
HTML Complete Course - Beginner to Expert,1.5,0.0
Futures/Commodity Training (Basics),1.5,0.0
How to stylize your photos in Photoshop with color overlays,1.5,0.0
Condor Broken Wing Butterfly Options Trading Course System,1.5,0.0
Write quicker HTML5 and CSS 3; productivity hacks with emmet,1.5,0.0
Free Options 101 - Basic of Call and Put Options in 1 Hours,1.5,0.0
Critical Web Dev Skills & Tools for the Non-Tech Hustler,1.5,0.0
Beginners Binary Options Course,1.5,0.0
How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,1.5,0.0
Build CRUD Application - PHP & Mysql,1.5,0.0
Create An HTML5 Video Player From Scratch,1.5,0.0
How I Trade Forex Successfully,1.5,0.0
Draw a Kitten,1.5,0.0
Forex - Elliott Wave Theory with Fibonacci. ,1.5,20.0
61% Profit In 1 Month - Crush Your Forex Trading Paradigm,1.5,20.0
A Value Investing Approach to the Stock Market,1.5,20.0
Learn Mobile App Design in Photoshop,1.5,20.0
Get to grips with the CFA calculator,1.5,20.0
Guitar for Absolute Beginners (Class 1),1.5,20.0
Basics of investing in Mutual Funds,1.5,20.0
Mastering the Art of Guitar Chords,1.5,20.0
Web Site for Beginners - Learn Web Building like knitting,1.5,20.0
2. Principles of Simple Interest - advanced problems,1.5,20.0
Mortgage Acceleration,1.5,20.0
Accounting Skills for Managers,1.5,20.0
Better way towards CSS using Less and Sass,1.5,20.0
Wordpress for Beginners - Build a Live Website from Scratch,1.5,20.0
Forex Basics (Professional Course Level),1.5,20.0
Learn to Composite a 2D Action Shot in Photoshop,1.5,20.0
Graphic Design for Entrepreneurs...Who Can't Draw,1.5,20.0
Financial Modelling in Excel Step by Step,1.5,20.0
Caza los Enormes Movimientos del Mercado,1.5,20.0
Graphic Design Bootcamp: Professional Workflow & Layout Tips,1.5,20.0
Get Credit for Your EIN That's Not Linked to Your SSN,1.5,20.0
CSS3 Gradients for Web Designers,1.5,20.0
Wordpress Site Migration,1.5,20.0
Photoshop Essentials: Designing FaceBook Graphics,1.5,20.0
Up and Running with Phalcon,1.5,20.0
Forex - Catch the Big Market Moves in Forex,1.5,20.0
Basic Piano Hymn Playing,1.5,20.0
HTML5 Essentials for Beginners,1.5,20.0
Major Scales and Modes for Chromatic Harmonica,1.5,20.0
Basic Technical Analysis: Learn the structure of the market,1.5,20.0
Advanced Graphic Design-Photoshop CC 2014 for Photographers,1.5,20.0
Make Electronic Music with the iPad,1.5,20.0
Hosting your static website on Amazon AWS S3 service,1.5,20.0
"Bitcoins - Past, Present, Future",1.5,20.0
Présentation du Banjo Ténor,1.5,20.0
Photoshop: How to create stunning collages,1.5,20.0
Rhythm to Rock Drum Lesson 4,1.5,20.0
Guitar - Rock - Beginner/Intermediate with Marc Seal,1.5,20.0
Basic Bookkeeping Hacks,1.5,20.0
Bank Reconciliation & VAT on Excel,1.5,20.0
Learn How to Profit In Forex With Market Rhythms,1.5,20.0
Learn  After Effects and master 3d layers in after effects,1.5,20.0
Single Page Application of MVC 5 Using AngularJS,1.5,20.0
Learn Ajax and jquery with PHP,1.5,20.0
Learn AngularJS Step By Step,1.5,20.0
The complete HTML5 course,1.5,20.0
Interpreting Financial Statements,1.5,20.0
Supercharging Development With Atom Text Editor,1.5,20.0
create a search engine for your website!,1.5,20.0
Learn about it,1.5,20.0
Affinity Designer - tworzenie wzorków,1.5,20.0
Forex - Trade Gartley with Precision - Complete Strategy,1.5,20.0
"Trading Mindset, and Three Steps To Profitable Trading",1.5,20.0
"Photoshop From Scratch to Logos, Digital Drawing & Projects",1.5,20.0
Creating an MP3 Player with HTML5,1.5,20.0
An Introduction to Management of Portfolios (MoP),1.5,20.0
PHP Tutorial: Learn PHP Basic Programming for Beginners,1.5,20.0
WordPress LMS: E-Learning Website Made Easy,1.5,20.0
Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,1.5,20.0
Build a Photo Blog with Ruby on Rails,1.5,20.0
Save on Your Taxes,1.5,20.0
Guitar for Music Educators: Learning How to Teach Guitar,1.5,20.0
Learn Real Graphic Design,1.5,20.0
Learn 2D Cell Shading in Photoshop,1.5,20.0
Learn The ABC's Of Investing And Understanding True Financial Value,1.5,20.0
You Can Play Jazz Saxophone,1.5,20.0
Drawing for All Levels: How to Design Cartoon Women,1.5,20.0
A Beginner's Guide to Quantopian Futures API,1.5,20.0
Turn Your Photos Into Professional And Modern Artworks,1.5,20.0
"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog",1.5,20.0
3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,1.5,20.0
Accounting Bank Reconciliation Statement (College Level),1.5,20.0
Finanzas y Análisis Financiero: Manejo Seguro de Negocios,1.5,20.0
Develop a Professional OnePage WordPress site With No Coding,1.5,20.0
How to Launch Your Own Website Builder Service,1.5,20.0
ASP.NET Web API 2 Hands-On,1.5,20.0
Quick and Quirky Caricatures - Learn in an Hour!,1.5,20.0
Forex Trading -  Learn to Trade From Scratch!,1.5,20.0
Rhythm to Rock Drum Lesson 6,1.5,20.0
eBook Cover Design,1.5,20.0
Learn 4 Chords and Play Thousands of Songs!,1.5,20.0
Numbers for the  Business Plan,1.5,20.0
Guitar Essentials,1.5,20.0
MQL4 Tutorial Golden Goose,1.5,20.0
4. Ordinary Simple Annuities: The Basics,1.5,20.0
entiende la contabilidad y consigue un aumento de salario,1.5,20.0
6. Annuities Due and Deferred,1.5,20.0
Disminuye deudas en tu hogar en menos de 30 días,1.5,20.0
JavaScript Intro to learning JavaScript web programming,1.5,20.0
The Art of the Blues Shuffle - A Guitarist's Guide,1.5,20.0
Shark Accounting - Building a Business by the Numbers!,1.5,20.0
Adobe - Create a professional logo step-by-step (Beauty),1.5,20.0
Introduction to Forex Trading Business For Beginners,1.5,20.0
JavaScript Tutorial: Learn JavaScript Code for Beginners,1.5,20.0
株式投資に向く性格に変えるための心理学を学ぶ,1.5,20.0
How to Sing and Play the Guitar (at the same time),1.5,20.0
Learn HTML Fast and Easy!,1.5,20.0
Photoshop: Creando efectos de luz,1.5,20.0
Guitar Technique Mastery: The Ultimate Chop Building Workout,1.5,20.0
Socorro! Preciso Organizar as Minhas Finanças!,1.5,20.0
Learn Piano: The Basics of Keyboards,1.5,20.0
Code your first Website using HTML & CSS: Project Learning,1.5,20.0
School of Raising Capital: Agile Financial Modeling,1.5,20.0
Financial modeling: Build a multiples valuation model,1.5,20.0
Trade Recap I - A Real Look at Futures Options Markets,1.5,20.0
Creating an animated greeting card via Google Slides,1.5,20.0
Marvelous Logo Design,1.5,20.0
Beginners Guide to Kindle Ebook Covers Design With Fireworks,1.5,20.0
JavaScript manipulation of the DOM Document Object Model,1.5,20.0
FX Trading for Beginners,1.5,20.0
Learn Jquery from Scratch 2-Hour Training ,1.5,20.0
Succeed in Lotto Even if You Don't Know Where to Start!,1.5,20.0
Advanced Excel functions,1.5,20.0
Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,1.5,20.0
Project Funding Modelling (for Professionals),1.5,20.0
HTML Web Development Crash Course,1.5,20.0
Complete Portrait and Figure Drawing (step-by-step),1.5,20.0
How to Pick Stocks,1.5,20.0
