course_title,content_duration,price
Media Training for Financial Service Professionals,7.0,20.0
The Complete Forex Trader,7.0,25.0
Como utilizar o Corel Draw por completo!,7.0,30.0
"Essential JavaScript, jQuery and AngularJS Training",7.0,30.0
Create Complete Web Applications easily with APEX 5,7.0,30.0
Guitarra Desde Cero - PARTE 1,7.0,35.0
Adobe Photoshop CS6 para Iniciantes,7.0,40.0
How To Confidently Join The Bitcoin Revolution,7.0,45.0
Logo Design Theory & Application Bootcamp,7.0,50.0
Build a Trading Comps Valuation Model,7.0,50.0
Oboe Pro Series - You're going to love practicing the Oboe,7.0,50.0
Trombone Pro Series - Fall in love with the Trombone,7.0,50.0
Learn to Play the Flute: Beginner to Pro in Under Five Hours,7.0,50.0
Master WCF 4.0 From Scratch Using C#,7.0,50.0
Learn to Play Euphonium: Beginner to Pro in Under Five Hours,7.0,50.0
Investment Portfolio Analysis with Python,7.0,50.0
Learn HTML5 At Your Own Pace. Ideal for Beginners,7.0,50.0
Blues Accelerator - 21 Days to Blues Guitar Mastery,7.0,50.0
Master Trumpet Playing: Intermediate Instruction Made Simple,7.0,50.0
WordPress Plugin Development for 2017 - Build 14 Plugins,7.0,50.0
Advanced Horn Studies - Learn to Master the French Horn!​,7.0,50.0
Stock Technical Analysis with Excel,7.0,50.0
Stock Technical Analysis with R,7.0,50.0
Master the Clarinet: Intermediate Instruction Made Simple!,7.0,50.0
Learn By Example: Angular JS,7.0,50.0
Learn By Example: jQuery,7.0,50.0
"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",7.0,70.0
Mastering HTML5 Programming - The Easier Way,7.0,75.0
Mastering the Market : (Technical Analysis + Candlestick),7.0,90.0
Technical Analysis 101: Ten Primary Candlestick Reversals,7.0,95.0
Web Development Essential Skills - Complete HTML and CSS,7.0,95.0
Ruby on Rails: Training and Skills to Build Web Applications,7.0,95.0
Bootstrap Bootcamp - Responsive web development- 8 projects,7.0,100.0
WordPress for Beginners - Build Your First Website in 2017,7.0,100.0
Understanding TypeScript,7.0,110.0
AngularJS for the Real World - Learn by creating a WebApp,7.0,115.0
"Create, Update and Manage Your Own Website Using Drupal 7",7.0,120.0
Capital Structuring Techiques for CA / CFA / CPA Exams,7.0,125.0
The WpFASTER WordPress Speed Optimization Master Course,7.0,175.0
Learn and Understand AngularJS,7.0,175.0
Javascript ES6! A Complete Reference Guide to Javascript ES6,7.0,175.0
The Complete Bootstrap Masterclass Course - Build 4 Projects,7.0,195.0
SAP - Learn SAPUI5 Professional Development,7.0,195.0
MQL4 Programming for Traders: Build Robust Trading Robots!,7.0,195.0
Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,7.0,200.0
Python Algo Trading: Sentiment Trading with News,7.0,200.0
"Kids Coding -Introduction to HTML, CSS and JavaScript",7.0,200.0
The Professional Bass Masterclass,7.0,200.0
Introduction to Equity Markets,6.5,0.0
Ruby on Rails a Beginners Guide ,6.5,0.0
Practical PHP: Master the Basics and Code Dynamic Websites,6.5,0.0
Start Making Comics with Manga Studio 5 / Clip Studio Paint,6.5,0.0
Become Exceptional in HTML and HTML5,6.5,20.0
"Term Loan Appraisal for bankers, credit analysts",6.5,20.0
Mastering Photoshop CC 2017 - The Art of Design & Technology,6.5,20.0
Learn GIMP,6.5,20.0
Accelerate Your Guitar Learning With Metal Techniques,6.5,20.0
React Redux React-Router: From Beginner to Paid Professional,6.5,20.0
GIMP for Beginners. Make Your Own Professional Book Covers,6.5,20.0
Ruby on Rails Foundations,6.5,20.0
Public Speaking: You Can Give Great Financial Presentations,6.5,20.0
✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC,6.5,25.0
In Depth Web Development Made Easy,6.5,25.0
HTML and CSS BootCamp for Beginners,6.5,30.0
Mastering Photoshop Elements 15 Made Easy Training Tutorial,6.5,30.0
Node Package Manager Course: Build and Publish NPM Modules,6.5,30.0
Learn to Build Web Apps using Laravel Framework,6.5,30.0
Zend Framework 2: Learn the PHP framework ZF2 from scratch,6.5,40.0
Visualizing Data,6.5,40.0
Webpack 1 & 2 - The Complete Guide,6.5,40.0
Learn Facebook Flux Architecture for Web Applications,6.5,40.0
Advanced Finance and Accounting for Startups,6.5,40.0
The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,6.5,45.0
Bassoon Pro Series - You're going to love practicing Bassoon,6.5,50.0
Flute Pro Series - You're about to love practicing the flute,6.5,50.0
Advanced Bassoon Studies - Learn to Master the Bassoon!​,6.5,50.0
Creative Perspective Illustration with GIMP,6.5,50.0
Investment Portfolio Analysis with R,6.5,50.0
Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,6.5,60.0
Projects in Django and Python,6.5,60.0
Corel Draw X8 Başlangıç Eğitimi (YENİ),6.5,65.0
Domina el Diseño Gráfico para Web con Photoshop CC,6.5,70.0
ES6 Javascript: The Complete Developer's Guide,6.5,80.0
Querying Microsoft SQL Server 2012 - (Exam No. 70-461),6.5,85.0
HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,6.5,90.0
Fundamentals of Angular 2 Full Stack Design,6.5,95.0
No Bull Investing: Investing 101 For Financial Freedom,6.5,100.0
Spring Core DevOps on AWS,6.5,100.0
Stock Market for Beginners - Complete Starter Toolkit,6.5,120.0
Master EmberJS : Learn Ember JS From Scratch,6.5,120.0
Complete Wordpress Theme Development Course,6.5,150.0
Angular Masterclass,6.5,150.0
Angular Advanced MasterClass & FREE E-Book,6.5,150.0
Day Trading: High ROI Day Trading ,6.5,150.0
Ultimate Guide on Freelancing Career in Photoshop Design,6.5,165.0
Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,6.5,170.0
Algorithmic Trading In Forex: Create Your First Forex Robot!,6.5,185.0
WordPress for Beginners 2017 + Google AdSense Implementation,6.5,195.0
"Internal Controls - Design, Implementation and Monitoring",6.5,195.0
Javascript from Beginner to Advanced Level,6.5,195.0
Python for Finance: Investment Fundamentals & Data Analytics,6.5,195.0
"Build An Online Bank With Java, Angular 2, Spring and More",6.5,195.0
Responsive Web Design: Made Easy,6.5,195.0
Complete PHP and MySql Course: From Beginner to Professional,6.5,200.0
101 Blues riffs - learn how the harmonica superstars do it,6.5,200.0
Learning Path: React: Make Stunning React Websites,6.5,200.0
Learn Web Development by Creating a Social Network,6.5,200.0
Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),6.5,200.0
Logo Design Masterclass: Learn Logo Design + Illustrator,6.5,200.0
HTML and CSS for Beginners - Build a Website & Launch ONLINE,6.0,0.0
A Year's Worth of Piano Lessons in One Weekend,6.0,20.0
Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,6.0,20.0
Basics of Finance and Budgeting,6.0,20.0
Learn Financial Accounting Different,6.0,20.0
A Very Complete Introduction To Laravel,6.0,20.0
How to Play the Guitar: Your 30-Day Guide to Learn Guitar,6.0,20.0
From Drawing to Illustration,6.0,20.0
Cómo usar Metatrader 4 para hacer trading?,6.0,20.0
Intro to Adobe Illustrator,6.0,20.0
Photoshop Fantastic! - The Comprehensive Guide to Photoshop,6.0,20.0
Learn HTML and CSS to make a Website,6.0,20.0
Como Criar Logos de Sucesso - Start Designer,6.0,25.0
Scaling Docker on AWS,6.0,25.0
Curso de Violão Popular,6.0,25.0
Angular 2 Fundamentals for Web Developers,6.0,40.0
PSD to Responsive HTML5: Beginner to Advanced,6.0,40.0
PHP for Beginners,6.0,40.0
Create a social network using PHP Mysqli HTML Css and JQuery,6.0,40.0
RESTful API with Laravel,6.0,45.0
Guitar Lessons - Learning The Neck - Fretboard Mastery,6.0,45.0
Financial Modeling in Excel for Startups,6.0,50.0
Certificate Program In Management Accounting,6.0,50.0
Trumpet Pro Series - You're going to love practicing Trumpet,6.0,50.0
Learn to Play the Tuba: Beginner to Pro in Under Five Hours!,6.0,50.0
Volatility Trading Analysis with R,6.0,50.0
Innovators and innovation: Travel through time!,6.0,50.0
Learn to Play Percussion: Beginner to Pro made the Easy Way!,6.0,50.0
Advanced Euphonium Studies - Learn to Master the Euphonium!​,6.0,50.0
Master Flute Playing: Intermediate Instruction Made Simple!,6.0,50.0
Clarinet Pro Series - Fall in love with the Clarinet,6.0,50.0
"Economics:   Competition, Elasticity, a little Game Theory",6.0,50.0
Ultimate Retirement: Build Your Own Dynamic Retirement Plan,6.0,50.0
So you think you know JavaScript?,6.0,50.0
"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",6.0,50.0
Corporate Finance 101: Equity Valuation,6.0,50.0
Adobe Illustrator CC - Print Design for Beginners,6.0,50.0
Learn to Play Clarinet: Beginner to Pro in Under Five Hours,6.0,50.0
Sistema Completo De Guitarra Rítmica Para Principiantes,6.0,55.0
"Erfolgreich als Signalgeber/in, per Social- und Copytrading",6.0,60.0
Finanzas Personales para Vivir Libre de Deudas,6.0,75.0
AngularJS Custom Directives with Dan Wahlin,6.0,75.0
Complete GST Course For Small and Medium Enterprises,6.0,75.0
Forex Elite Trading,6.0,85.0
"JSON with Java APIs, jQuery and JSON REST Web Services",6.0,95.0
Accounting Department's Tips & Tricks - Beginner to Advanced,6.0,95.0
How to Build Your Own Website with WordPress: A Step-by-Step Guide ,6.0,95.0
Graphic Design Secrets Revealed,6.0,95.0
Build an Advanced Single Page with Bootstrap & WordPress,6.0,95.0
AngularJS Masterclass - Deep Dive & Understand AngularJS,6.0,100.0
Mastering DevOps,6.0,100.0
Python Web Programming,6.0,100.0
Typography From A to Z,6.0,100.0
CSS Specialist: Comprehensive CSS Training,6.0,100.0
Intro to Financial Modeling,6.0,105.0
Accelerated ES6 JavaScript Training,6.0,110.0
Angular Styling & Animations (for Angular 2 and Angular 4),6.0,120.0
Introduction to Node.js for Beginners,6.0,125.0
TRADING TACTICS,6.0,145.0
Crystal ball trading - foresee price with seasonal patterns,6.0,145.0
Option selling trading as income source. Beginners friendly,6.0,195.0
The Complete hapiJS Course - Go From Beginner To Advanced!,6.0,195.0
The Complete jQuery Course: From Beginner To Advanced!,6.0,195.0
Learning Path: Magento: Master and Test Magento 2 with Ease,6.0,200.0
Learn How to Improvise on Guitar in 30 Days,6.0,200.0
"Web Application Development using Redis, Express, and Socket",6.0,200.0
Parse Server: From Front End to Full Stack,6.0,200.0
QuickBooks 2015 Training for Newbies,6.0,200.0
Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),6.0,200.0
ASP.Net MVC Quick Start,5.5,0.0
Practical Understanding of PHP and MySQL,5.5,0.0
Financial Management - Ratio Analysis,5.5,20.0
Bitcoin - The Complete Guide,5.5,20.0
７日でマスター  ビギナー向け Adobe Illustrator　どきどきセミナー,5.5,20.0
Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,5.5,20.0
Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,5.5,20.0
Sketch 3 - New Guide To iOS 8 Mobile App Design (2015),5.5,20.0
Profits Turbo,5.5,20.0
Risk Analysis - Capital Budgeting for CA / CS / CFA exams,5.5,20.0
Piano Lessons For The Hip Hop Fan,5.5,20.0
Learn to make websites with Google's Material Design Lite,5.5,20.0
Essential Finance For Managers,5.5,25.0
Logo Design for Everybody,5.5,30.0
Mestres do Photoshop,5.5,30.0
Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,5.5,30.0
Cross-Platform Development with ASP.NET Core 1.0 MVC,5.5,35.0
ABC do Adobe Illustrator,5.5,35.0
Build Apps with ReactJS: The Complete Course,5.5,40.0
8 Steps To Achieve Financial Freedom And Escape Debt,5.5,40.0
Leve a sua técnica de pedal duplo para um novo patamar,5.5,40.0
Take your double bass drum technique to the next level,5.5,40.0
CFA Level 2- Quantitative Methods,5.5,40.0
Learn To Build Apps Using Play Framework,5.5,40.0
Spring Boot Tutorial For Beginners,5.5,40.0
How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,5.5,40.0
Adobe Illustrator CC - From scratch ,5.5,45.0
Hosting Django: Amazon Web Services (AWS) Fundamentals,5.5,45.0
Master the Saxophone: Intermediate Instruction Made Simple!,5.5,50.0
Learn how to INVEST for huge profits or make it big trading!,5.5,50.0
Futures/Commodity Trading,5.5,50.0
Saxophone Pro Series - You're going to love practicing Sax,5.5,50.0
Trading: From Wall Street to Your Street,5.5,50.0
Stock Trading Strategies: Profitable Trading in 7 Days.,5.5,50.0
The Complete Investing Guide: How to Beat Wall Street,5.5,50.0
"Essential HTML, CSS & HTML5 Training",5.5,50.0
Try Django 1.10 | Create a URL Shortening Service,5.5,50.0
Quantitative Trading Analysis with Python,5.5,50.0
Business Accounting Made Easy,5.5,50.0
Forex: Learn to Trade Forex and FX Consistently,5.5,50.0
Master Oboe Playing: Intermediate Instruction Made Simple!,5.5,50.0
CFA Level I Foundation: Introduction to Financial Reporting,5.5,50.0
Samuel and Co Trading - Stock & Forex Trading,5.5,50.0
Aprende a tocar la guitarra eléctrica,5.5,50.0
Build a DCF Valuation Model,5.5,50.0
Build Your Own Backend REST API using Django REST Framework,5.5,50.0
Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,5.5,50.0
Learn to Play Irish Fiddle,5.5,60.0
Administering Microsoft SQL Server 2012 Databases - 70-462,5.5,60.0
Reactive JS:  Are you ready for the next big paradigm shift?,5.5,60.0
Play Piano by Ear Today! SuperCourse,5.5,60.0
Trend Traders Club: How To Find And Trade Fast Moving Trends,5.5,75.0
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,5.5,75.0
Learn To Program JavaScript (in ten easy steps),5.5,75.0
Webpack 2: The Complete Developer's Guide,5.5,75.0
FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,5.5,75.0
超基礎！超入門！〜作りながら学ぶ。完全無料3DCGソフトBlender〜,5.5,80.0
HTML 5 and CSS 3 - tricks and workarounds,5.5,80.0
Backbone Tutorial: Learn Backbonejs from Scratch,5.5,90.0
Docker for Developers - Newest Version 1.12 with Swarm Mode,5.5,95.0
Django + AngularJS for a Powerful Web Application,5.5,95.0
The Music Coach Online Spirit Drum Course,5.5,95.0
The Logo Design Process From Start To Finish,5.5,95.0
Create a Responsive Business Website with WordPress,5.5,95.0
Getting Started with Illustrator CC,5.5,100.0
Introducción al trading de opciones,5.5,100.0
Ultimate AngularJS: Build a Real-World App from Scratch,5.5,100.0
Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,5.5,110.0
Easy Piano for Kids - Complete Beginner Piano Course,5.5,115.0
Cracking the Violin Code!,5.5,120.0
Learn Spring Framework Practically - Hands On Recipies,5.5,145.0
Bootstrap unleash the power faster & easier web development,5.5,150.0
Basics of Commerce A Complete Study,5.5,150.0
The Power Modeling Bootcamp: Advanced Excel in 10 Days,5.5,150.0
How to Build WordPress Themes: A Web Designer's Guide,5.5,165.0
"Master Electron: Desktop Apps using HTML, JavaScript & CSS",5.5,165.0
The Complete Investment Banking Course 2017,5.5,195.0
Logo design: How To Design an Awesome Logo in Illustrator,5.5,195.0
Forex Trading A-Z™ - With LIVE Examples of Forex Trading,5.5,195.0
JavaScript For Beginners : Learn JavaScript From Scratch,5.5,195.0
All-in-One Premium Design Course - Scratch to Pro+ Edition,5.5,200.0
Forex online live trading system (Special Offer),5.5,200.0
* An Integrated Approach to the Fundamentals of Accounting,5.5,200.0
WordPress Development - Themes and Plugins Complete Guide,5.5,200.0
The Extreme Web Development Course - For Beginners,5.5,200.0
Invierte en la Bolsa Mexicana y de USA,5.5,200.0
Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,5.5,200.0
Professional Trading With Institutional Supply & Demand,5.5,200.0
Curso Completo del Mercado FOREX,5.5,200.0
JavaScript Complete Guide to learning JavaScript,5.5,200.0
Play Sonny Terry style on Harmonica and dazzle your friends!,5.5,200.0
The Ultimate Guide to Dividend & Dividend Growth Investing,5.5,200.0
Learn Accounting. Understand Business.,5.5,200.0
The Advanced Forex Course for Smart Traders,5.0,0.0
Complete Bootstrap 4 course - build 3 projects,5.0,0.0
Up and Running with jQuery,5.0,0.0
Ferramentas Visuais,5.0,0.0
Customizr - Learn WordPress with the ultimate creative theme,5.0,0.0
JavaScript Fundamentals,5.0,0.0
Learn ReactJS: Code Like A Facebook Developer,5.0,20.0
Object Orientation in PHP,5.0,20.0
Smashing Photoshop CC/CS,5.0,20.0
Photoshop: Real World Learning,5.0,20.0
The Complete Guide to Forex Trading,5.0,20.0
Dibujo digital básico: cómo ilustrar en Photoshop,5.0,20.0
What is Bitcoin,5.0,20.0
Portfolio Management CFA L1 2016,5.0,20.0
master course - realistisch zeichnen lernen,5.0,20.0
Modern Piano Lessons For Beginners,5.0,20.0
CSS Development (with CSS3!),5.0,20.0
"Financial Accounting, its Cycle, Statements & Analysis",5.0,20.0
JavaScript and jQuery Basics: Start The Journey,5.0,25.0
7 Steps: Your Introduction to Trading,5.0,25.0
CPA 10 COMPLETO,5.0,25.0
Play Ukulele Now,5.0,30.0
JavaScript from Scratch for Very Beginners,5.0,30.0
Drupal for Beginners,5.0,30.0
Tally ERP Complete Training in Urdu / Hindi,5.0,30.0
Learning Docker and Kubernetes by Lab,5.0,30.0
ASP.NET MVC 5 Project - Facebook Clone,5.0,30.0
Learn Stock Options: Options Made Simple 101,5.0,35.0
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,5.0,35.0
Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,5.0,35.0
